0,1,2,3,4,5,6,7,8,9
Baciocchi Alessandro,https://tabletennis.guide/ittfplayer/portrait/alessandro-baciocchi-114865.jpg?uin=1680539472,833,82.75,Italy,28,right,shakehand,833,attack
Ghosh Anirban,https://tabletennis.guide/ittfplayer/portrait/anirban-ghosh-119042.jpg?uin=1680539477,834,55.1,India,25,right,shakehand,834,attack
Seleem Ali,https://tabletennis.guide/images/project/boy.png,835,2.0,Egypt,17,right,shakehand,835,attack
Rebetez Yoan,https://tabletennis.guide/images/project/boy.png,836,49.46,Switzerland,26,right,shakehand,836,attack
Chaudhury Bodhisatwa,https://tabletennis.guide/images/project/boy.png,837,2.0,India,18,right,shakehand,837,attack
Widing Charlie,https://tabletennis.guide/images/project/boy.png,838,2.0,Sweden,20,right,shakehand,838,attack
Edwardsson Isak,https://tabletennis.guide/images/project/boy.png,839,2.0,Sweden,17,right,shakehand,839,attack
Sjogren Elias,https://tabletennis.guide/images/project/boy.png,840,9.6,Sweden,17,right,shakehand,840,attack
Abdelmeguid Karim Yasser Sobhy,https://tabletennis.guide/images/project/boy.png,841,2.0,Egypt,20,right,shakehand,841,attack
Sohrabi Mohammadjavad,https://tabletennis.guide/images/project/boy.png,842,2.0,Iran,20,right,shakehand,842,attack
Otahal Borek,https://tabletennis.guide/images/project/boy.png,843,9.35,Republic,19,left,shakehand,843,attack
Decian Keanu,https://tabletennis.guide/images/project/boy.png,844,2.0,Polynesia,16,right,shakehand,844,attack
Palusek Samuel,https://tabletennis.guide/images/project/boy.png,845,5.14,Slovakia,17,right,shakehand,845,attack
Ursut Horia Stefan,https://tabletennis.guide/images/project/boy.png,846,3.86,Romania,17,right,shakehand,846,attack
Vallino Federico,https://tabletennis.guide/images/project/boy.png,847,2.0,Italy,18,right,shakehand,847,attack
Hollo Mike,https://tabletennis.guide/images/project/boy.png,848,3.39,Germany,19,right,shakehand,848,attack
Perrot Adrien,https://tabletennis.guide/images/project/boy.png,849,2.0,Caledonia,22,right,shakehand,849,attack
Al Balushi Nasser Saif Nas,https://tabletennis.guide/ittfplayer/portrait/nasser-saif-nas-al-balushi-135424.jpg?uin=1680539539,850,2.0,Oman,26,right,shakehand,850,attack
Pambrun Arii,https://tabletennis.guide/images/project/boy.png,851,2.0,Polynesia,18,right,shakehand,851,attack
Iskandarov Shokhrukh,https://tabletennis.guide/ittfplayer/portrait/shokhrukh-iskandarov-146293.jpg?uin=1680539546,852,2.59,Uzbekistan,17,right,shakehand,852,attack
Annafi Hafidh Nuur,https://tabletennis.guide/images/project/boy.png,853,117.12,Indonesia,19,right,shakehand,853,defence
Han Xinyuan,https://tabletennis.guide/ittfplayer/portrait/xinyuan-han-136100.jpg?uin=1680539554,854,2.0,China,20,left,shakehand,854,attack
Sultonov Islombek,https://tabletennis.guide/ittfplayer/portrait/islombek-sultonov-132899.jpg?uin=1680539558,855,118.81,Uzbekistan,23,right,shakehand,855,attack
Alhawai Mohammed,https://tabletennis.guide/images/project/boy.png,856,2.0,Emirates,17,right,shakehand,856,attack
Nazaryan Mushegh,https://tabletennis.guide/images/project/boy.png,857,2.0,Armenia,18,right,shakehand,857,attack
Kobalia Tsotne,https://tabletennis.guide/images/project/boy.png,858,2.0,Georgia,19,right,shakehand,858,attack
Wats Xavier,https://tabletennis.guide/images/project/boy.png,859,2.0,Belgium,17,right,shakehand,859,attack
Abdulfatai Abdulbasit,https://tabletennis.guide/images/project/boy.png,860,2.0,Nigeria,17,left,shakehand,860,attack
Alghamdi Yaser,https://tabletennis.guide/images/project/boy.png,861,2.0,Arabia,18,right,shakehand,861,attack
Mahfouz Amr,https://tabletennis.guide/images/project/boy.png,862,11.26,Egypt,19,right,shakehand,862,attack
Sameh Mohamed,https://tabletennis.guide/images/project/boy.png,863,16.48,Egypt,19,right,shakehand,863,attack
Battisha Ahmed,https://tabletennis.guide/images/project/boy.png,864,2.0,Egypt,19,right,shakehand,864,attack
Chhetri Aadarsh Om,https://tabletennis.guide/images/project/boy.png,865,2.0,India,18,right,shakehand,865,attack
Ulrich Numa,https://tabletennis.guide/images/project/boy.png,866,4.2,Switzerland,18,left,shakehand,866,attack
Yang Chia-An,https://tabletennis.guide/images/project/boy.png,867,2.0,Taiwan,18,left,shakehand,867,attack
Zelengowski Mateusz,https://tabletennis.guide/images/project/boy.png,868,13.0,Poland,18,right,shakehand,868,attack
Sarsenbay Damir,https://tabletennis.guide/images/project/boy.png,869,2.0,Kazakhstan,18,right,shakehand,869,attack
Habach Mohamed Nour,https://tabletennis.guide/images/project/boy.png,870,2.0,Lebanon,20,right,shakehand,870,attack
Lu Changbo,https://tabletennis.guide/images/project/boy.png,871,19.03,USA,16,right,shakehand,871,attack
Darley Eduardo,https://tabletennis.guide/images/project/boy.png,872,2.0,Republic,17,right,shakehand,872,attack
Toledo Claudinei,https://tabletennis.guide/images/project/boy.png,873,2.0,USA,41,history,(01.01.2023),873,(+2)
Arriaga Carlo,https://tabletennis.guide/images/project/boy.png,874,2.0,Venezuela,47,right,shakehand,874,attack
Ellis Tobias,https://tabletennis.guide/images/project/boy.png,875,3.02,England,18,right,shakehand,875,attack
Sarhan Zubair,https://tabletennis.guide/images/project/boy.png,876,36.02,Emirates,21,right,shakehand,876,attack
Ammous Omar,https://tabletennis.guide/ittfplayer/portrait/omar-ammous-117140.jpg?uin=1680539635,877,74.34,Tunisia,24,right,shakehand,877,attack
Tauber Michael,https://tabletennis.guide/ittfplayer/portrait/michael-tauber-112361.jpg?uin=1680539639,878,442.39,Israel,30,left,shakehand,878,attack
Albalushi Salah,https://tabletennis.guide/images/project/boy.png,879,96.47,Emirates,23,right,shakehand,879,attack
Shamruk Gleb,https://tabletennis.guide/ittfplayer/portrait/gleb-shamruk-114976.jpg?uin=1680539649,880,74.2,Belarus,27,right,shakehand,880,attack
Girod Dorian,https://tabletennis.guide/images/project/boy.png,881,60.44,Switzerland,23,right,shakehand,881,attack
Bako Radim,https://tabletennis.guide/images/project/boy.png,882,33.29,Republic,22,left,shakehand,882,attack
Sagyndykov Talgat,https://tabletennis.guide/images/project/boy.png,883,20.05,Kyrgyzstan,34,right,shakehand,883,attack
Kasymov Akylbek,https://tabletennis.guide/images/project/boy.png,884,8.22,Kyrgyzstan,23,right,shakehand,884,attack
Kim Temirlan,https://tabletennis.guide/images/project/boy.png,885,2.0,Kazakhstan,19,right,shakehand,885,attack
Panov Nikita,https://tabletennis.guide/images/project/boy.png,886,2.0,Uzbekistan,18,right,shakehand,886,attack
Kasymov Atai,https://tabletennis.guide/images/project/boy.png,887,2.0,Kyrgyzstan,16,right,shakehand,887,attack
Uktamboev Mukhammad,https://tabletennis.guide/images/project/boy.png,888,2.0,Uzbekistan,22,right,shakehand,888,attack
Wong Miguel,https://tabletennis.guide/images/project/boy.png,889,40.58,Gyana,23,right,shakehand,889,attack
Lillo Alberto,https://tabletennis.guide/images/project/boy.png,890,183.14,Spain,22,right,shakehand,890,attack
Alexandrov Teodor,https://tabletennis.guide/ittfplayer/portrait/teodor-alexandrov-112952.jpg?uin=1680539702,891,313.14,Bulgaria,31,right,shakehand,891,attack
Krastev Petyo,https://tabletennis.guide/ittfplayer/portrait/petyo-krastev-114005.jpg?uin=1680539707,892,105.39,Bulgaria,31,right,shakehand,892,attack
Alraisi Asad,https://tabletennis.guide/images/project/boy.png,893,69.59,Oman,38,left,shakehand,893,attack
Abuhamda Salman Mohamed,https://tabletennis.guide/images/project/boy.png,894,2.0,Bahrain,19,right,shakehand,894,attack
Mongiusti Mattias,https://tabletennis.guide/images/project/boy.png,895,180.61,Marino,21,right,shakehand,895,attack
Alhourani Hasan,https://tabletennis.guide/images/project/boy.png,896,118.75,Jordan,22,right,shakehand,896,attack
Giardi Federico,https://tabletennis.guide/images/project/boy.png,897,154.86,Marino,24,right,shakehand,897,attack
Albalooshi Abdulla,https://tabletennis.guide/images/project/boy.png,898,86.92,Emirates,23,left,shakehand,898,attack
Hodina Petr,https://tabletennis.guide/images/project/boy.png,899,1.02,Austria,15,right,shakehand,899,attack
Mak Joshua,https://tabletennis.guide/images/project/boy.png,900,3.76,USA,22,right,shakehand,900,attack
Lin Ryan,https://tabletennis.guide/images/project/boy.png,901,1.0,USA,14,right,shakehand,901,attack
Vovk Petrovski Brin,https://tabletennis.guide/images/project/boy.png,902,1.0,Slovenia,17,left,shakehand,902,attack
Siraj Shayan,https://tabletennis.guide/images/project/boy.png,903,33.29,England,22,right,shakehand,903,attack
Zavadskyi Ihor,https://tabletennis.guide/images/project/boy.png,904,52.93,Ukraine,31,right,shakehand,904,attack
Park Gyuhyeon,https://tabletennis.guide/images/project/boy.png,905,44.05,Korea,18,left,shakehand,905,attack
Cappuccio Marco,https://tabletennis.guide/images/project/boy.png,906,40.11,Italy,21,right,shakehand,906,attack
Dilas Nemanja,https://tabletennis.guide/images/project/boy.png,907,12.78,Serbia,22,left,shakehand,907,attack
Kostal Daniel,https://tabletennis.guide/images/project/boy.png,908,1.0,Republic,18,right,shakehand,908,attack
Soderlund Hampus,https://tabletennis.guide/ittfplayer/portrait/hampus-soderlund-112075.jpg?uin=1680539781,909,40.0,Sweden,29,right,shakehand,909,attack
Vafaei Mohammad Pouya,https://tabletennis.guide/images/project/boy.png,910,1.0,Iran,20,right,shakehand,910,attack
Petkov Vladimir,https://tabletennis.guide/images/project/boy.png,911,285.48,Bulgaria,38,right,shakehand,911,attack
Riniotis Anastasios,https://tabletennis.guide/ittfplayer/portrait/anastasios-riniotis-107893.jpg?uin=1680539795,912,56.53,Greece,40,right,shakehand,912,attack
Moravek Jindrich,https://tabletennis.guide/images/project/boy.png,913,2.38,Republic,16,right,shakehand,913,attack
Korani Ahmed,https://tabletennis.guide/images/project/boy.png,914,9.58,Qatar,15,left,shakehand,914,attack
Choi Jiwook,https://tabletennis.guide/images/project/boy.png,915,1.0,Korea,16,left,shakehand,915,attack
Noirault Antoine,https://tabletennis.guide/images/project/boy.png,916,1.0,France,16,right,shakehand,916,attack
Cabrera Rafael,https://tabletennis.guide/images/project/boy.png,917,1.0,Republic,16,right,shakehand,917,attack
Christensen Thor,https://tabletennis.guide/images/project/boy.png,918,65.97,Denmark,23,right,shakehand,918,attack
Rech Daldosso Marco,https://tabletennis.guide/ittfplayer/portrait/marco-rech-daldosso-107762.jpg?uin=1680539822,919,69.07,Italy,31,right,shakehand,919,attack
Ruiz Francisco Miguel,https://tabletennis.guide/images/project/boy.png,920,85.27,Spain,22,right,shakehand,920,attack
Yiangou Marios,https://tabletennis.guide/images/project/boy.png,921,291.58,Cyprus,32,right,shakehand,921,attack
